,text,label
805,I would like to purchase another card.,getting_spare_card
806,Is payment required to get a card of my own?,order_physical_card
810,I have made a card payment but it did not completed still showing as pending. Please tell me when it will be completed.,pending_card_payment
811,Why didn't my transfer to a beneficiary go through?,beneficiary_not_allowed
813,Are there any restrictions for the disposable cards?,disposable_card_limits
814,The atm wouldn't give out cash,declined_cash_withdrawal
815,Is there a way yo change my PIN?,change_pin
817,What limits are there on the virtual cards?,disposable_card_limits
819,I cannot get my disposable virtual card to work,virtual_card_not_working
820,"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once, second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",transaction_charged_twice
822,I tried to top up with my card but it's not working. I had just done this a couple days previously and it worked. Can you tell me what's going on here please?,top_up_failed
824,How do I transfer funds if I am paid in GBP?,receiving_money
825,"My top up has been pending for an hour already, and I really need this to go through as soon as possible.  Can you help?",pending_top_up
830,Where is the top-up verification code sent?,verify_top_up
831,"I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges?",transaction_charged_twice
832,how long should I expect to wait for my card to arrive?,card_delivery_estimate
834,Why was I charged a fee for withdrawing money?,cash_withdrawal_charge
835,My card isn't working at all. What happened?,card_not_working
837,Why is it failing to top-up?,top_up_failed
838,Have you started charging for cash withdrawals? I always thought it was free until I noticed this fee. How much is the fee?,cash_withdrawal_charge
839,Please tell me how you can stop unauthorized payments from being made on my card since on this bill I see that this has happened. There are transactions that I never made from a place I've never been to.,compromised_card
841,Could you please freeze my card immediately?,lost_or_stolen_card
842,My payment didn't work and the money is in back in my account.,reverted_card_payment?
847,"I was out today looking forward to paying with my new card, but the payment just kept getting declined. This is really sad, what's going on?",declined_card_payment
848,Can you look into why my most recent top-up is showing as pending? I thought it was supposed to be instantaneous.,pending_top_up
849,Can you tell me why I was charged $1 for a transaction?,extra_charge_on_statement
850,Will the PIN come separately?,get_physical_card
852,Is there a way to link cards if I have one of yours?,card_linking
853,"Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check?",transfer_not_received_by_recipient
855,How old do you need to be to have an account?,age_limit
856,How to access my virtual card,getting_virtual_card
857,What currencies do you accept for adding money?,supported_cards_and_currencies
859,What should I do if someone else used my card?,compromised_card
860,why do I have a pending payment?,pending_card_payment
861,I would like to get an account for my child.,age_limit
862,why has a cash withdrawal charged me?,cash_withdrawal_charge
864,What do I need to do in order to get a new card?,order_physical_card
866,I checked my account today and saw that I was charged an extra pound that I did not spend.,extra_charge_on_statement
867,I believe my top up did not work.,top_up_failed
869,Card payment is showing as pending,pending_card_payment
871,"Hello.  I ran into a problem with a transfer this morning.  I was trying to send money to some friends but when I tried to send it, the transfer failed.  I don't know what is causing the transfer to be rejected.  Please let me know what is causing the problem.  Thanks.",failed_transfer
874,I wanted to know about a pending dollar that is on my statement.,extra_charge_on_statement
877,why is there a fee for the transfer I made?,transfer_fee_charged
878,Who do I talk to for transactions debited twice?,transaction_charged_twice
880,Where is the option to top up with a cheque?,top_up_by_cash_or_cheque
881,My credit card did not go through. Can you see if it has insufficient funds?,top_up_failed
882,Help me change my PIN.,change_pin
884,My card payment failed.,declined_card_payment
885,"I used to know my password, but not anymore.",passcode_forgotten
893,Can you please explain to me why there is an extra €1 fee in my statement?,extra_charge_on_statement
894,Who can request disposable cards?,disposable_card_limits
895,What do I need to do to get my salary through this?,receiving_money
898,Today I was out eating and my card was declined. Why's that?,card_not_working
899,What should I do if I think that someone might be using me card?,compromised_card
900,"Apparently, I went out today to use my new card and was informed my payment was decline. This is really embarrassing, what happen?",declined_card_payment
902,Should my top up still be pending?,pending_top_up
905,May I get my salary paid out in a different currency?,receiving_money
906,I want to get a virtual card!,getting_virtual_card
907,Why do transfers get declined?,declined_transfer
910,why have i not got my new card?,card_arrival
912,I must change my PIN as soon as possible.,change_pin
914,why was i charged a fee to transfer,transfer_fee_charged
917,I was charged a fee for withdrawing cash.,cash_withdrawal_charge
919,Is the verification number on the top up card,verify_top_up
